id,description_polarity
12568616,0.9738
19711281,0.9738
36798269,0.9738
37776025,0.9738
48066077,0.9738
35604796,0.9738
48063676,0.9738
42735629,0.9738
45533169,0.9738
24912435,0.9738
41916525,0.9737
18977065,0.9737
41230534,0.9737
20304730,0.9737
3599728,0.9737
15534448,0.9736
33640956,0.9736
42248676,0.9736
6097682,0.9735
44862573,0.9735
7051337,0.9735
47579976,0.9735
13992920,0.9735
29035393,0.9735
26931357,0.9735
22784790,0.9735
45158739,0.9735
20816967,0.9735
14534758,0.9735
22232593,0.9735
6902191,0.9735
36910887,0.9735
38522985,0.9735
34753592,0.9735
38047399,0.9735
11037621,0.9735
28914660,0.9735
8320116,0.9735
36478210,0.9735
15003745,0.9735
13486027,0.9735
30149699,0.9735
34337883,0.9735
41049366,0.9735
7330011,0.9735
8173186,0.9735
36756889,0.9735
30039436,0.9735
20255404,0.9735
6868389,0.9735
22106205,0.9735
25784520,0.9735
36426397,0.9735
35714048,0.9735
39487751,0.9734
24628849,0.9734
41001441,0.9734
34788195,0.9734
42629037,0.9733
27232476,0.9733
11872244,0.9733
34224467,0.9733
16614220,0.9733
25228126,0.9732
46788978,0.9732
37284667,0.9732
8629852,0.9732
22082386,0.9732
48081869,0.9732
44351528,0.9732
39718045,0.9732
28104464,0.9732
32021180,0.9732
19841855,0.9732
47405639,0.9732
46223975,0.9732
35491308,0.9732
26688738,0.9732
1632898,0.9732
25630760,0.9732
27511017,0.9732
19530172,0.9732
18718910,0.9732
42505555,0.9732
30587545,0.9732
11431453,0.9731
26640546,0.9731
36719304,0.9731
29736625,0.9731
36532958,0.9731
29048379,0.973
38821837,0.9729
47815231,0.9729
22261399,0.9729
25162440,0.9729
21739729,0.9729
8740736,0.9729
17498582,0.9729
44374895,0.9729
42004700,0.9729
21798580,0.9729
42759494,0.9729
29584931,0.9729
43559049,0.9729
48078997,0.9729
40730055,0.9729
29279846,0.9729
29283022,0.9729
15301956,0.9729
22504481,0.9729
21164900,0.9729
47857788,0.9729
12112095,0.9729
45622884,0.9729
27451635,0.9729
41568829,0.9729
41424134,0.9729
39838163,0.9729
25014267,0.9729
47756678,0.9729
45193782,0.9729
35228353,0.9729
40159133,0.9729
40939767,0.9729
35128141,0.9729
21724511,0.9729
14899704,0.9729
19485030,0.9729
19470035,0.9729
1687406,0.9729
24912354,0.9729
20846273,0.9729
22686771,0.9729
10995230,0.9729
5116767,0.9729
8598071,0.9729
47756382,0.9729
41556801,0.9729
13815302,0.9728
775965,0.9728
14303663,0.9728
19357728,0.9728
25870364,0.9728
24259471,0.9728
6185463,0.9728
47941943,0.9728
47956673,0.9728
3021915,0.9728
4022320,0.9728
38121443,0.9728
1301516,0.9727
17543122,0.9727
43389846,0.9726
37884972,0.9726
22208764,0.9726
38130198,0.9726
41340507,0.9726
24038307,0.9726
48059392,0.9726
16929450,0.9726
38129478,0.9726
42828319,0.9726
27607446,0.9726
38491659,0.9726
18813231,0.9726
26799756,0.9726
11166917,0.9726
38049025,0.9726
19591910,0.9726
29904200,0.9726
46085338,0.9726
47498436,0.9726
22705612,0.9726
15204457,0.9726
12847651,0.9726
12867946,0.9726
9409827,0.9726
19891685,0.9726
41793454,0.9726
9715990,0.9726
4983319,0.9726
46637959,0.9726
16738381,0.9726
8972905,0.9726
26840239,0.9726
39420526,0.9726
17142303,0.9725
41012202,0.9725
34680231,0.9725
6415622,0.9725
21883837,0.9725
3031632,0.9724
18255412,0.9724
24310245,0.9724
40634168,0.9724
361831,0.9724
146601,0.9723
42717903,0.9723
18154899,0.9723
35286481,0.9723
18447196,0.9723
8416353,0.9723
248941,0.9723
24305076,0.9723
41198062,0.9723
29702333,0.9723
38409128,0.9723
42438813,0.9723
47998480,0.9723
4750234,0.9723
457588,0.9723
38465173,0.9723
22087833,0.9723
35094105,0.9723
42137265,0.9723
43387784,0.9723
5917740,0.9723
19823052,0.9723
25126718,0.9723
24031247,0.9723
9732995,0.9723
36199496,0.9723
20763781,0.9723
43188067,0.9723
43267511,0.9723
382423,0.9722
43511011,0.9722
43477805,0.9722
39056035,0.9722
47802974,0.9722
17209108,0.9722
42004799,0.9722
19923637,0.9722
13075608,0.9722
43971709,0.9722
8173710,0.9722
6766061,0.9721
30124905,0.9721
43147524,0.9721
39331301,0.9721
15974160,0.9721
31569018,0.9721
12943889,0.972
4017360,0.972
28895600,0.9719
40720502,0.9719
26084660,0.9719
38672333,0.9719
2459983,0.9719
47500046,0.9719
30995978,0.9719
18413912,0.9719
21026780,0.9719
12988600,0.9719
43536707,0.9719
16702612,0.9719
47012598,0.9719
19746375,0.9719
12832568,0.9719
5226568,0.9719
11351012,0.9719
29874152,0.9719
36598216,0.9719
36849102,0.9719
14418669,0.9719
29309507,0.9719
1570103,0.9719
22124558,0.9719
20637798,0.9719
9231962,0.9719
27610704,0.9719
43715777,0.9719
40204854,0.9719
36795693,0.9719
1594005,0.9718
36470411,0.9718
493281,0.9718
45360925,0.9718
13649584,0.9718
41011232,0.9718
11121115,0.9717
44128103,0.9717
38731776,0.9717
13528522,0.9717
12246555,0.9716
43411731,0.9716
35149758,0.9716
6819218,0.9716
16477225,0.9716
12208482,0.9716
36563429,0.9716
42759775,0.9716
23109067,0.9716
47551518,0.9716
17175959,0.9716
17176394,0.9716
31964798,0.9716
21755182,0.9716
17364702,0.9716
4243826,0.9716
23945122,0.9716
47890766,0.9716
35946428,0.9716
32505492,0.9716
32522781,0.9716
19933919,0.9716
1066205,0.9716
33423565,0.9716
44901970,0.9716
45098029,0.9716
45151427,0.9716
9579161,0.9716
1313999,0.9716
38295574,0.9716
38039008,0.9716
14470756,0.9716
17176267,0.9716
30768321,0.9716
17175506,0.9716
19824176,0.9716
36610053,0.9716
17137395,0.9716
43834859,0.9716
19804467,0.9716
45576333,0.9715
27633845,0.9715
20425264,0.9715
39172551,0.9715
14966864,0.9715
12468378,0.9714
29704947,0.9714
39302152,0.9714
24140037,0.9713
22052036,0.9713
26037187,0.9712
20309714,0.9712
28130977,0.9712
28982502,0.9712
45128272,0.9712
20971421,0.9712
45771580,0.9712
45180431,0.9712
16732243,0.9712
29216240,0.9712
42433147,0.9712
17220152,0.9712
22355676,0.9712
36380726,0.9712
27503981,0.9712
29925074,0.9712
27359060,0.9712
30109897,0.9712
3595227,0.9712
13378290,0.9712
30537607,0.9712
21701951,0.9712
12002073,0.9712
46081103,0.9712
24644957,0.9712
6184196,0.9712
25048790,0.9712
21414278,0.9712
36627468,0.9712
15069893,0.9712
47950512,0.9712
19176660,0.9712
40565724,0.9711
17141329,0.9711
28601258,0.9711
21713433,0.9711
21282103,0.9711
34445822,0.971
42711635,0.971
45677396,0.9709
5884597,0.9709
21636593,0.9709
17702093,0.9709
43536289,0.9709
20904081,0.9709
4581378,0.9709
43395617,0.9709
790887,0.9709
5443177,0.9709
26847558,0.9709
29462421,0.9709
9372079,0.9709
24939602,0.9709
8932848,0.9709
16712953,0.9709
44382543,0.9709
14106058,0.9709
33285762,0.9709
30905204,0.9709
1092407,0.9709
15664293,0.9709
12463930,0.9709
13920828,0.9709
3271579,0.9709
39942736,0.9709
39632873,0.9709
41230455,0.9709
1937092,0.9709
42671740,0.9709
26941295,0.9708
341933,0.9708
19856914,0.9708
43279091,0.9708
25263027,0.9708
17858553,0.9708
39247071,0.9708
29854479,0.9708
25482279,0.9707
18615108,0.9707
28800591,0.9707
390395,0.9707
6211887,0.9707
26718700,0.9706
16195283,0.9706
16830916,0.9706
24111212,0.9705
43335176,0.9705
47360391,0.9705
39942185,0.9705
29924396,0.9705
8115809,0.9705
34648796,0.9705
25811709,0.9705
32830590,0.9705
17556547,0.9705
9397953,0.9705
44590697,0.9705
13006068,0.9705
15272252,0.9705
47357752,0.9705
45477927,0.9705
44429908,0.9705
6795787,0.9705
21233515,0.9705
22210645,0.9705
17683429,0.9705
8049960,0.9705
4747093,0.9705
14398598,0.9705
48046761,0.9705
3095467,0.9705
38592213,0.9705
5403527,0.9705
43960148,0.9705
43230705,0.9705
32310075,0.9705
41171822,0.9705
41111545,0.9705
48050748,0.9705
27690036,0.9705
38413676,0.9705
36349098,0.9705
47998862,0.9705
28886113,0.9704
20877811,0.9704
15337331,0.9703
45620878,0.9703
20984414,0.9703
6896066,0.9702
7033628,0.9702
16258018,0.9702
39422447,0.9702
7518194,0.9702
21724539,0.9702
23030613,0.9702
36119964,0.9702
30069508,0.9702
37965940,0.9702
33746192,0.9702
35481499,0.9702
43335777,0.9702
15969769,0.9702
37040303,0.9702
36079104,0.9702
33184708,0.9702
6897540,0.9702
37162131,0.9702
29716237,0.9702
17536211,0.9702
23327962,0.9702
5869076,0.9702
37712923,0.9702
33254611,0.9702
36074510,0.9702
42350703,0.9702
16897434,0.9702
10281165,0.9701
39551367,0.9701
40660185,0.9701
45100158,0.9701
4779349,0.9701
18312427,0.9701
8072414,0.9701
38460996,0.97
10252491,0.97
32340197,0.97
32823833,0.97
15239234,0.97
6144504,0.97
27701168,0.97
28606961,0.97
30146522,0.97
34423791,0.9699
20724887,0.9698
28184652,0.9698
8105935,0.9698
31307779,0.9698
3554364,0.9698
24084277,0.9698
6149212,0.9698
43022829,0.9698
39367185,0.9698
25379560,0.9698
13477587,0.9698
23595313,0.9698
19693783,0.9698
11391372,0.9698
21225958,0.9698
46036963,0.9698
1462084,0.9698
8370787,0.9698
11202679,0.9698
6215198,0.9698
34500866,0.9698
24856094,0.9698
48066633,0.9698
13445857,0.9698
23789275,0.9698
30904006,0.9698
38042945,0.9698
13661927,0.9698
42178797,0.9698
25546614,0.9698
40506095,0.9698
16320573,0.9698
36210302,0.9698
21161179,0.9698
45878911,0.9697
14715527,0.9697
14371898,0.9697
36317919,0.9697
850246,0.9697
18107161,0.9697
14122952,0.9697
27733673,0.9697
11261371,0.9697
13620449,0.9697
38333079,0.9696
22398858,0.9696
41342072,0.9696
44555016,0.9695
24743672,0.9694
20729904,0.9694
31618235,0.9694
38699651,0.9694
26687813,0.9694
30466848,0.9694
7053116,0.9694
40239708,0.9694
34566349,0.9694
14127811,0.9694
1920804,0.9694
32741865,0.9694
17971401,0.9694
19036029,0.9694
19661810,0.9694
16235236,0.9694
37451887,0.9694
46544974,0.9694
11893245,0.9694
30883484,0.9694
26011746,0.9694
42250215,0.9694
32180403,0.9694
46086899,0.9694
48059717,0.9694
32605724,0.9694
19263966,0.9694
30678642,0.9693
26109237,0.9693
27122138,0.9693
35002667,0.9693
45559457,0.9692
23509129,0.9692
23436428,0.9692
17074104,0.9692
32861316,0.9692
3947515,0.9692
42159225,0.9692
13859664,0.9691
39444039,0.9691
39992040,0.969
34781658,0.969
21281867,0.969
19113730,0.969
24911265,0.969
6374952,0.969
31951522,0.969
38289667,0.969
13750925,0.969
10719537,0.969
46412522,0.969
19382587,0.969
6017439,0.969
36077046,0.969
16000871,0.969
4530973,0.969
43104750,0.969
27080392,0.969
39891906,0.969
32613093,0.969
37888196,0.969
24869981,0.969
32613509,0.969
5923285,0.969
38069680,0.969
5922059,0.969
19659087,0.969
37887893,0.969
32710379,0.969
19660231,0.969
46055660,0.969
8238735,0.969
119441,0.969
8521909,0.969
6181226,0.969
32314336,0.969
21553196,0.969
40731203,0.969
32335454,0.969
25486124,0.969
19655045,0.969
13639084,0.969
14950713,0.969
38168259,0.969
8238835,0.969
39891713,0.969
24873368,0.969
10677983,0.969
1472489,0.969
31441491,0.9689
11322792,0.9689
30677045,0.9689
6453150,0.9688
15678431,0.9688
2257124,0.9688
8810194,0.9688
1803281,0.9688
7249167,0.9688
13711527,0.9688
42863203,0.9687
42857699,0.9687
42863399,0.9687
42857395,0.9687
42863440,0.9687
46195151,0.9687
4204205,0.9686
42076474,0.9686
31966860,0.9686
46189310,0.9686
36754322,0.9686
17916057,0.9686
5716751,0.9686
46174034,0.9686
23963789,0.9686
18794901,0.9686
1369606,0.9686
28129137,0.9686
21607017,0.9686
15041432,0.9686
32553697,0.9686
2413073,0.9686
17653899,0.9686
46084298,0.9686
39653298,0.9686
17255359,0.9686
5518317,0.9686
15531700,0.9686
31255266,0.9686
20742785,0.9686
33370472,0.9686
3653931,0.9686
42251845,0.9686
43205811,0.9686
43293494,0.9686
40517192,0.9686
11472952,0.9686
47050411,0.9686
40915353,0.9686
7413729,0.9686
47254321,0.9686
23107945,0.9686
22476392,0.9686
15699861,0.9686
30037646,0.9686
31335288,0.9686
40912958,0.9686
25445933,0.9686
9461635,0.9686
4105472,0.9686
13564631,0.9686
38038996,0.9686
39871809,0.9686
26993157,0.9686
12232822,0.9686
12129574,0.9686
24856573,0.9686
35758046,0.9686
46811187,0.9686
46217403,0.9686
18598211,0.9685
3029381,0.9685
8519037,0.9685
26871921,0.9685
1254468,0.9685
32438756,0.9684
4540126,0.9684
12891524,0.9684
36941933,0.9684
547777,0.9684
28814054,0.9683
17039926,0.9683
20055761,0.9682
45509497,0.9682
47372979,0.9682
48014660,0.9682
27471230,0.9682
31412299,0.9682
39137130,0.9682
30086060,0.9682
39883386,0.9682
47585955,0.9682
6611013,0.9682
38978120,0.9682
13988682,0.9682
39666388,0.9682
48056653,0.9682
18876656,0.9682
44341494,0.9682
31338734,0.9682
2799238,0.9682
46024018,0.9682
45976599,0.9682
37910412,0.9682
12656399,0.9682
43717700,0.9682
23760902,0.9682
14451605,0.9682
35858859,0.9682
2126181,0.9682
47955843,0.9682
19367332,0.9682
21173933,0.9682
10958212,0.9682
45509216,0.9682
45660208,0.9682
45192507,0.9682
45711278,0.9682
44451010,0.9682
45399,0.9682
11555724,0.9682
48056965,0.9682
37236925,0.9682
48056937,0.9682
48058006,0.9682
40673484,0.9682
46143983,0.9682
44471140,0.9682
48056672,0.9682
46302501,0.9682
37835800,0.9682
37812096,0.9682
35205931,0.9681
29991804,0.9681
25475941,0.9681
6703473,0.9681
25454184,0.968
17993286,0.968
23621826,0.968
1876893,0.9679
872128,0.9679
31390246,0.9678
35546705,0.9678
48080173,0.9678
26692150,0.9678
21176224,0.9678
45684700,0.9678
36981747,0.9678
13466882,0.9678
39228734,0.9678
48069061,0.9678
39942038,0.9678
36110830,0.9678
13045637,0.9678
30082898,0.9678
579918,0.9678
3860565,0.9678
13574275,0.9678
18071754,0.9678
46196606,0.9678
47376260,0.9678
47574462,0.9678
17527245,0.9678
21158692,0.9678
44516931,0.9678
20724075,0.9678
29508704,0.9678
28805861,0.9678
20085725,0.9678
36567966,0.9678
33901876,0.9678
11385500,0.9678
13248595,0.9678
48046629,0.9678
21797248,0.9678
44318739,0.9678
31990411,0.9678
36035658,0.9678
42128268,0.9678
43682123,0.9677
4949401,0.9677
30851224,0.9677
14162411,0.9677
35880960,0.9677
21751309,0.9677
13370813,0.9676
18581214,0.9676
7589478,0.9676
18613618,0.9676
1965562,0.9675
30824483,0.9674
48050802,0.9674
14229049,0.9674
35683555,0.9674
35683314,0.9674
12930083,0.9674
6575082,0.9674
21564330,0.9674
16315235,0.9674
16387194,0.9674
14319900,0.9674
47350469,0.9674
31795864,0.9674
37660591,0.9674
41295124,0.9674
46682197,0.9674
40135094,0.9674
30913614,0.9674
15272653,0.9674
32887785,0.9674
4216466,0.9674
38882091,0.9674
39701303,0.9674
28753641,0.9674
43832796,0.9674
39524478,0.9674
29661201,0.9674
13201505,0.9674
6763246,0.9674
28456515,0.9674
35053524,0.9674
16984512,0.9674
16631351,0.9674
44561170,0.9674
36692934,0.9674
48044942,0.9674
42803526,0.9674
38025608,0.9674
34367927,0.9674
45068468,0.9674
40735349,0.9674
41050330,0.9674
13428898,0.9673
29772557,0.9673
40289218,0.9673
43268978,0.9673
2494635,0.9673
29631679,0.9673
45970924,0.9673
39590167,0.9672
37050026,0.9672
46133139,0.9672
20745804,0.9672
43623137,0.9672
23596116,0.9672
44741207,0.9672
14596380,0.9671
27497634,0.967
37736524,0.967
31497877,0.967
3004964,0.967
32547924,0.967
38496650,0.967
18391326,0.967
15207716,0.967
43384080,0.967
42130753,0.967
33139843,0.967
27403904,0.967
39232306,0.967
14669455,0.967
27832397,0.967
26083338,0.967
40321786,0.967
20051605,0.967
30311627,0.967
39437692,0.967
34242352,0.967
41915298,0.967
15081835,0.967
29509825,0.967
35650589,0.967
21507759,0.967
20242664,0.967
42705146,0.967
20695972,0.967
41931577,0.967
2774695,0.967
18007042,0.967
6901381,0.967
35534118,0.967
10880353,0.967
2785516,0.9669
25874464,0.9669
29792923,0.9669
27785737,0.9669
3602373,0.9669
13712972,0.9669
112842,0.9668
15690154,0.9668
21043796,0.9668
39818969,0.9668
8988568,0.9668
13318073,0.9668
19791397,0.9668
1001438,0.9667
34899472,0.9666
10339744,0.9666
47135393,0.9666
15397806,0.9666
33739125,0.9666
16391394,0.9666
38746290,0.9666
39199427,0.9666
20403613,0.9666
7810199,0.9666
32388073,0.9666
17716034,0.9666
44918695,0.9666
4785648,0.9666
18993267,0.9666
9282702,0.9666
22564090,0.9666
34121346,0.9666
8145610,0.9666
8568412,0.9666
34464468,0.9666
30657000,0.9666
13825053,0.9666
9570770,0.9665
24976431,0.9665
21192210,0.9665
29672757,0.9665
24371570,0.9665
777132,0.9665
45234504,0.9665
36689222,0.9665
47239272,0.9665
13859099,0.9665
8194721,0.9664
29131738,0.9664
8000502,0.9664
21149182,0.9664
21606076,0.9664
5758430,0.9663
42406235,0.9662
36309632,0.9662
25181556,0.9661
24919505,0.9661
48078378,0.9661
47959223,0.9661
24898813,0.9661
46515668,0.9661
47959030,0.9661
15565606,0.9661
36530496,0.9661
24649831,0.9661
47959482,0.9661
39899481,0.9661
40349992,0.9661
27289776,0.9661
20489818,0.9661
1980023,0.9661
5639925,0.9661
45325832,0.9661
34111262,0.9661
9598148,0.9661
34174879,0.9661
34911145,0.9661
44504145,0.9661
28890267,0.9661
32116309,0.9661
4197272,0.9661
20868592,0.9661
47958032,0.9661
47958493,0.9661
47958755,0.9661
40084387,0.9661
34316325,0.9661
22982152,0.9661
3859494,0.966
33102243,0.966
14185882,0.966
41887534,0.966
26429193,0.966
4861710,0.966
22684444,0.9659
37393870,0.9659
10193915,0.9659
32438556,0.9659
45550622,0.9659
41711205,0.9658
34754249,0.9657
13911074,0.9657
21663549,0.9657
32744646,0.9657
45859572,0.9657
13334249,0.9657
45308266,0.9657
4137783,0.9657
31242978,0.9657
8794412,0.9657
16000929,0.9657
8227523,0.9657
39645971,0.9657
15713961,0.9657
29989868,0.9657
41880459,0.9657
46390636,0.9657
38800180,0.9657
22421498,0.9657
7084397,0.9657
31209947,0.9657
23620064,0.9657
48015956,0.9657
24351707,0.9657
20599832,0.9657
40493578,0.9657
25085445,0.9657
22304633,0.9657
382186,0.9657
39129197,0.9656
41615728,0.9656
38486373,0.9656
28300532,0.9656
38610028,0.9656
38060853,0.9656
42145172,0.9655
47956648,0.9655
39231341,0.9655
13925578,0.9655
24712792,0.9654
12686160,0.9652
29541412,0.9652
10926633,0.9652
42914556,0.9652
38264953,0.9652
21505790,0.9652
32521601,0.9652
41567156,0.9652
26263852,0.9652
6701632,0.9652
30482754,0.9652
42349233,0.9652
26042659,0.9652
29274511,0.9652
34443456,0.9652
48065228,0.9652
37749573,0.9652
39085473,0.9652
20567353,0.9652
42914765,0.9652
11981409,0.9652
6779839,0.9652
39626975,0.9652
24289436,0.9652
6920888,0.9652
21271951,0.9652
23853023,0.9652
25667887,0.9652
23219490,0.9652
23187168,0.9652
36019560,0.9652
35947324,0.9652
19439722,0.9651
36599883,0.9651
11103782,0.9651
28520678,0.965
43106694,0.965
40120865,0.965
19856661,0.965
25208606,0.965
10428390,0.9649
22107540,0.9649
33556976,0.9649
18749994,0.9649
30037743,0.9649
23665776,0.9648
39649641,0.9648
6170154,0.9648
35282971,0.9648
38595255,0.9648
40224281,0.9648
43921445,0.9648
17210616,0.9648
47110882,0.9648
36105313,0.9648
32071480,0.9648
29480423,0.9648
20918340,0.9648
5457912,0.9648
43544451,0.9648
31293506,0.9648
31168857,0.9648
21835119,0.9648
40833151,0.9648
37244187,0.9648
14689174,0.9648
46581917,0.9648
43411850,0.9648
37094267,0.9648
37013731,0.9648
10202793,0.9648
30063321,0.9648
20309933,0.9648
45720960,0.9648
28954570,0.9648
3673423,0.9648
20918269,0.9648
45162482,0.9648
38879473,0.9648
18821811,0.9648
43092886,0.9648
43555354,0.9648
16986849,0.9647
18109282,0.9647
9172947,0.9647
27734993,0.9647
29733341,0.9647
13238480,0.9647
47802549,0.9646
44181746,0.9646
44560324,0.9646
27692483,0.9646
13955972,0.9645
35651750,0.9645
6603293,0.9645
12053960,0.9645
17977434,0.9645
9975789,0.9645
21913984,0.9644
22175196,0.9644
42760363,0.9643
28983219,0.9643
26037250,0.9643
3676489,0.9643
20617985,0.9643
19227480,0.9643
10009013,0.9643
22213537,0.9643
38729274,0.9643
30480435,0.9643
44112739,0.9643
43432287,0.9643
16709608,0.9643
46736514,0.9643
47999252,0.9643
39413043,0.9643
21575577,0.9643
45604931,0.9643
28227090,0.9643
46995800,0.9643
15791458,0.9643
35195354,0.9643
15803435,0.9643
20035377,0.9643
19663229,0.9643
39507493,0.9643
14217678,0.9643
38264204,0.9643
32635446,0.9643
28099697,0.9643
32639826,0.9643
1012527,0.9643
36628110,0.9643
38234968,0.9643
41173077,0.9643
12585239,0.9643
21427745,0.9643
5805084,0.9643
38485016,0.9643
45258625,0.9643
30771374,0.9643
23231795,0.9643
26960259,0.9643
28370936,0.9643
19055475,0.9643
44472736,0.9643
23790428,0.9643
325432,0.9643
38571416,0.9643
48079811,0.9642
39793184,0.9642
312035,0.9642
16668215,0.9641
31518774,0.9641
41011963,0.9641
12362451,0.9641
30569272,0.9641
3229169,0.9641
17857409,0.9641
20997492,0.964
40730545,0.964
36178709,0.964
18806248,0.964
28807132,0.964
19826146,0.964
30087479,0.9638
39702548,0.9638
9576490,0.9638
20432243,0.9638
41215633,0.9638
45621779,0.9638
27827073,0.9638
21336394,0.9638
20674037,0.9638
39553849,0.9638
40695842,0.9638
34643429,0.9638
12079150,0.9638
34648108,0.9638
45479120,0.9638
6830898,0.9638
48078207,0.9638
15883613,0.9638
41974288,0.9638
35292830,0.9638
38440629,0.9638
33912772,0.9638
7539797,0.9638
31957717,0.9638
17857903,0.9638
25031038,0.9638
48050985,0.9638
6312390,0.9638
45118373,0.9638
39396915,0.9638
16983915,0.9638
22612026,0.9638
28632783,0.9638
26471757,0.9638
24958767,0.9638
42002990,0.9638
42224120,0.9638
19971038,0.9638
35085633,0.9638
31717095,0.9638
21650230,0.9638
7673835,0.9638
21995492,0.9638
16275838,0.9638
2165395,0.9638
48046526,0.9638
24136854,0.9638
15002842,0.9637
8453138,0.9637
27903533,0.9637
39178727,0.9637
3139014,0.9637
3369760,0.9637
45780369,0.9637
40310327,0.9636
24624353,0.9636
7074789,0.9636
2336683,0.9635
34200480,0.9635
30047997,0.9634
20712899,0.9634
18173998,0.9634
30813599,0.9633
30717197,0.9633
15783791,0.9633
30851612,0.9633
24490750,0.9633
7595731,0.9633
46641966,0.9633
20035881,0.9633
14781093,0.9633
2794713,0.9633
40847785,0.9633
20282171,0.9633
37619926,0.9633
17386627,0.9633
40734664,0.9633
33916224,0.9633
38759960,0.9633
20035202,0.9633
45433891,0.9633
14726041,0.9633
4821682,0.9633
18199503,0.9633
20205854,0.9633
40353162,0.9633
35842939,0.9633
33561216,0.9633
44452,0.9633
48046385,0.9633
30295896,0.9633
7246693,0.9633
30087429,0.9633
4058460,0.9633
27131740,0.9633
6729959,0.9633
20745650,0.9633
46336197,0.9633
29733237,0.9633
43803219,0.9633
35763920,0.9633
45562981,0.9632
14965435,0.9632
38519059,0.9632
42489829,0.9632
3860782,0.9632
33506300,0.9632
37349774,0.9632
32586596,0.9632
45563801,0.9632
31897145,0.9632
41145400,0.9631
4471070,0.9631
39363059,0.9631
39167958,0.9631
26012914,0.9631
31448951,0.963
22387859,0.963
23851933,0.963
1550882,0.9629
19695488,0.9629
45080294,0.9629
28005086,0.9629
42787524,0.9628
34547706,0.9628
31206451,0.9628
42349628,0.9628
42156583,0.9628
32206135,0.9628
40833526,0.9628
33069997,0.9628
41539803,0.9628
23709992,0.9628
14925943,0.9628
23523064,0.9628
8183277,0.9628
4983971,0.9628
40873970,0.9628
35879792,0.9628
4779505,0.9628
48056120,0.9628
46023228,0.9628
46022001,0.9628
28130345,0.9628
40873365,0.9628
30124299,0.9628
44459138,0.9628
46691999,0.9628
30538637,0.9628
17986457,0.9628
6349262,0.9628
6182571,0.9628
29994144,0.9628
46200356,0.9628
36105044,0.9628
29760753,0.9628
34969992,0.9628
42878668,0.9628
26919610,0.9628
27289792,0.9628
27303402,0.9628
38014515,0.9627
25029430,0.9627
34464687,0.9627
11848948,0.9627
45576682,0.9627
40138947,0.9627
40866354,0.9626
37300323,0.9626
39178427,0.9626
38149640,0.9626
13258407,0.9626
45517803,0.9625
18912860,0.9625
6092042,0.9625
20285107,0.9623
41946397,0.9623
13165268,0.9623
21696470,0.9623
38899791,0.9623
43825788,0.9623
42317322,0.9623
38592039,0.9623
7763457,0.9623
31176634,0.9623
40237829,0.9623
21427844,0.9623
23151678,0.9623
37488191,0.9623
27576519,0.9623
11341816,0.9623
89575,0.9623
20031488,0.9623
20942213,0.9623
4711223,0.9623
21427987,0.9623
21583261,0.9623
47837022,0.9623
41291800,0.9623
21428143,0.9623
21428251,0.9623
48065289,0.9623
29905201,0.9623
38358984,0.9623
45055334,0.9623
38936946,0.9623
10082852,0.9623
43037100,0.9623
43054883,0.9623
31558425,0.9623
42623875,0.9623
42354080,0.9623
13668958,0.9623
15967341,0.9623
47122053,0.9623
20709763,0.9623
42662192,0.9623
22176379,0.9623
24855765,0.9623
24855914,0.9623
24856328,0.9623
39036175,0.9623
7075256,0.9623
842016,0.9623
7330089,0.9623
13714557,0.9623
38937161,0.9623
39654276,0.9623
47891073,0.9622
41241255,0.9622
3131003,0.9622
46201156,0.9621
15379429,0.9621
3950407,0.962
42227058,0.9619
42222692,0.9619
19987229,0.9619
42227631,0.9619
46878437,0.9619
38674367,0.9619
38383651,0.9618
3782964,0.9618
30583110,0.9618
10049494,0.9618
14837477,0.9618
36347529,0.9618
14907189,0.9618
47840920,0.9618
26540068,0.9618
20901846,0.9618
1221280,0.9618
40542430,0.9618
47988573,0.9618
13548199,0.9618
46801413,0.9618
48079109,0.9618
7093099,0.9618
33038453,0.9618
24777029,0.9618
24558368,0.9618
31225409,0.9618
27231496,0.9618
48080460,0.9618
33165711,0.9618
20498240,0.9618
40872330,0.9618
28229838,0.9618
44417570,0.9618
15074205,0.9618
6476382,0.9618
6235796,0.9618
363057,0.9618
44321090,0.9618
47871145,0.9618
39034840,0.9618
13136734,0.9618
19356315,0.9618
36151844,0.9618
42506037,0.9618
654048,0.9618
47920905,0.9618
29611539,0.9618
30296546,0.9618
43800362,0.9618
31717817,0.9618
47871632,0.9618
5756051,0.9617
28219043,0.9617
3852422,0.9617
20269382,0.9617
25228070,0.9617
19892810,0.9617
4708835,0.9617
47476318,0.9617
34653668,0.9617
16111485,0.9617
43478600,0.9617
45937858,0.9617
43929844,0.9617
28341951,0.9617
34870485,0.9617
20175612,0.9617
44308276,0.9616
45660994,0.9616
15239062,0.9616
44434883,0.9616
14436694,0.9616
45986599,0.9615
47849355,0.9615
32578581,0.9615
18042778,0.9615
44594254,0.9615
16487255,0.9615
23487103,0.9614
18097383,0.9613
37247134,0.9613
40131218,0.9612
9839433,0.9612
33878516,0.9612
20693588,0.9612
13829332,0.9612
35670828,0.9612
38995326,0.9612
36278917,0.9612
39968945,0.9612
39894896,0.9612
21948453,0.9612
38242959,0.9612
37706031,0.9612
22278908,0.9612
20250980,0.9612
20999315,0.9612
1144283,0.9612
37016511,0.9612
12273993,0.9612
36305526,0.9612
16860374,0.9612
42891098,0.9612
5317000,0.9612
18857174,0.9612
